,4. TRIFD,REGISTRY_ID
219,3550WHGRLC12LDB,110013312254
220,35055RHNCX2424I,110000366247
221,35023RFRCT1750H,110000588999
222,3565WRDYMX14765,110010107712
223,36345CLMBYRTE2B,110000369146
224,3567WDCRDY3788H,110010106928
225,3680WRDYMX211PP,110025360455
226,3611WRDYMX114WA,110042997843
227,3522WRDYMX911WE,110018854060
228,35210RDYMX2653R,110006548487
229,35802DCRDY22VER,110043694197
230,3653WRDYMX21551,110060260505
231,3507WRDYMX81WAL,110055498171
232,3683WRDYMX12LEE,110046316198
233,3652WRYNLDDAPHN,110010107302
234,3567WRDYMX117US,110060258082
235,35401RDYMX31515,110025383154
236,35150TKSDL2100S,110057743269
237,36108NLCCX44ALA,110006548584
238,3555WNLSNB477HR,110025315175
239,35601MNSNTCOURT,110007235269
240,35602PLYSRPOBOX,110007234439
241,36582PHNLC7770R,110003390143
242,3653WSCNDP518SU,110046320478
243,3540WGYLRD188FA,110039626170
244,35208NDLCH1125R,110000366675
245,3567WNDPND2CPER,110070070226
246,35769LMNMN7525R,110001713165
247,3515WKSTHS178SY,110043703686
248,35950WBBWH1279B,110042900590
249,36105HYNDM7HYUN,110017378372
250,3610WHYNDM1395B,110063585516
251,35601THGDY50019,110000367503
252,3683WGVTNB24INN,110055420913
253,35016DNCRPPOBOX,110009456356
254,36543HXFRDHIGHW,110000589676
255,36553HNTSM555HU,110067041007
256,35401HNTRF1855F,110000367102
257,35055SPDRN6717A,110000865378
258,36207DFNSR1425C,110000368904
259,36476CHMBNHIGHW,110056954880
260,35094SQRDC940MO,110000366372
261,35094SCPWR81CHU,110039493287
262,35582GTSRBRT1BO,110043065893
263,3633WHSTMT1SNAT,110070557955
264,3626WNTGRT696HI,110070135402
265,35545GRGPCHWY96,110064320042
266,35748TLDYNHWY72,110000367870
267,36614MRCNCCYANA,110041965460
268,3516WMTKNC5HMER,110055437371
269,3521WKMTKN1595S,110003387362
270,35631NCHLS1547H,110000367709
271,35565FRSTTHWY19,110000589168
272,36867PRTKN908SE,110000369770
273,3547WWGSLL16213,110002436061
274,3652WFRTCR1965S,110006787655
275,35961CGLSNPOBOX,110055492710
276,36109JYRSM2781G,110000864716
277,35502JSPRL2700H,110007234670
278,3606WJMSHR96SPA,110071287405
279,3511WJMSMC7351L,110071500211
280,3630WPCXXX985TE,110070814099
281,35603SXTNC3101S,110000367594
282,35806NGLHR9800K,110041099995
283,35406RCTCL142IN,110022522858
284,3676WNTRNT76HIG,110043808742
285,36701HMMRMRIVER,110002438103
286,36067NNCMP100JE,110011734935
287,35986GSLCT1369M,110015583411
288,3620WNTRNT318PA,110070245065
289,3680WGMBRR111JE,110037373687
290,35806TLDYN7300H,110056958118
291,36869BRLBR100BR,110009163216
292,3563WBLCKS156VE,110070101932
293,36701HNRYB3409W,110025356433
294,35768WTT00201TH,110002105301
295,3550WHLYSH34IND,110069235688
296,35811TTTLB4910M,110009456427
297,36867LFRGP35BRI,110022447912
298,36460HRRGN1033H,110001715369
299,35151HRRLL151ST,110020505032
300,35150PRSLL66THI,110022909557
301,35150PRSLL1413W,110064122113
302,35662HRCRS300PE,110000367781
303,35064HRBSNPLEAS,110064304729
304,35064HNNST3812C,110000366292
305,35476HNNST1701B,110000367237
306,35570HMLTNHWY78,110000589195
307,35601GNRLL2328E,110000367479
308,36105HGRHN150FO,110000368628
309,36311SLSSNHIGHW,110010380694
310,36551GLFCS30075,110006034576
311,35572GRYSN505CO,110012705395
312,35565GRTSTHWY19,110000741172
313,35674GRTST1703D,110000367807
314,36505MTCHMHWY43,110067013467
315,36544GRTST201PA,110000369271
316,3547WHRBXL12982,110039154376
317,35470BGRVRSINDU,110043972001
318,35603HSPNC3300M,110000367585
319,35661RBBNS200W6,110000367772
320,3512WBMCNC3166L,110006792364
321,36611NNCRBLINDE,110000589729
322,35096HNDMF1800H,110012234251
323,35160GRGPCIRONA,110000366498
324,36426CNTNRHIGHW,
325,36916JMSRVROUTE,110017428773
326,3511WGSTMP7JEFB,110071434536
327,35954MMCHMRT3BO,110000368263
328,35217GLSFR3943V,110001713478
329,36590DLBSC3051H,110000369360
330,3504WGLDWL6FUND,110071724844
331,35151HCKNG171BG,110042406232
332,3683WSHRMN214TW,110006552408
333,3521WSHRMN12PIN,110071285064
334,3590WSHRMN246ST,110022821678
335,3509WSHRMN8732P,110067040767
336,3502WSHRMN11PWD,110039493223
337,35094LHGHP8002N,110067040767
338,36202GLDBNUSHWY,110000602385
339,36830LFRGB32BEE,110024887096
340,35976WRRND242WR,110009121903
341,36582MTSBS7800M,110056670026
342,35016HFLLC514TH,110038335968
343,35040BLCRC8039H,110000589015
344,3512WHNSNP4INDU,110022811340
345,3590WKYSTN2281S,110041623455
346,36005CHRNPCOUNT,110013761161
347,36302MCHLNWAYEN,110056965253
348,35403NRYLG2006E,110000367139
349,35987THMSB585DU,110024833064
350,35217MTLPL75744,110000366844
351,35201MTLPL11203,110000366577
352,36527VRWDT11349,110000589667
353,36590DGSSCDEGUS,110064460701
354,35616RCCRBPOBOX,110000367647
355,35811MSKRD3440S,110000368110
356,35404MRCHMONEWA,110000367175
357,35490MRCDS1MERC,110000367246
358,35601MDMNFSTATE,110045447469
359,3504WLBMDY61FUN,110071724844
360,36203FBRCS111ME,110000368888
361,3602WMCDXN65WES,110006792863
362,3575WMZDTY9GREE,110070812560
363,35259MYFLD18WES,110000367068
364,35565MSNTN21HAL,110037310264
365,35622FLKVL4384H,110042843741
366,3544WFCLCV117HI,110044797654
367,3516WFCTLL565EA,110000830423
368,35502MRSHLPARRI,110010103743
369,35007MGNMP166LN,110020573636
370,3566WCCKBR334WA,110012218947
371,3558WMJFDM41SHB,110070255715
372,35616SCTSS1834H,110012811724
373,35130LBMPW4250P,110043792651
374,35801NKTRT1112C,110003030764
375,3582WNVSTR485SH,110038857494
376,36401NTRLD206BE,110000765798
377,3515WMRCNF114WY,110001713922
378,35401LKCRP4600S,110001716019
379,35131NTNLC80NAT,110056970167
380,35812NSMRSMARSH,110000601947
381,35150STHRNHWYWA,110064122159
382,35575SHLHTGALLO,110033594420
383,35044NPPNL1NIPP,110025348817
384,35950MLLRCWEAVE,110000368245
385,3547WBLTSN165BN,110067378714
386,35986RNSVL189RT,110025332129
387,36330MRGNN200WE,110000369119
388,3561WMRCNL136RY,110071044344
389,35630MNRCH835RI,110001147312
390,36613MBLSLKUSHL,110000589738
391,36617MBLRS2469B,110000369565
392,36582MBLPN4775H,110000369315
393,3652WMBLBY53BHI,110010099339
394,35118RGNTR789BI,110001715467
395,35040PKLMN8039H,110014464784
396,3620WMRCNP1NATI,110061797051
397,35806TLDYN7400H,110000741225
398,35094MBMTL1313P,110003032469
399,36201MHVLV605WE,110003032263
400,35957CPRND300WA,110009456212
401,35565FNTNTOLDDE,110000367317
402,36081KWPLS100SA,110070828268
403,35983KTHLS45IND,110017760458
404,3627WKRNSPHIGHW,110070070986
405,3626WKRNSP1KRNS,110020900319
406,35824STRLN176CO,110000368147
407,35903TYSNF501PA,110000368209
408,36251TYSNFPOBOX,110042825020
409,3604WKCHFD19TYS,110025366654
410,36108SYLVS3500W,110022875325
411,3595WKCHFR151BU,110071284364
412,35160TYSNF35800,110001713352
413,3640WKNDNL175IN,110064120730
414,3640WKNDNL399SA,110064120749
415,36401KNDNL74WIL,110070100560
416,36863KNFFBHUGUL,110000589792
417,35125THFRD3929M,110000719287
418,3563WKTHKT4184R,110070891522
419,35565DRCMP28NIN,110025382814
420,36109KNPKN2780G,110000368682
421,36652SCTTPBAYBR,110058122259
422,3608WKMBRX199IN,110070943204
423,36027CHRNP57MEL,110042837972
424,35057CLLMN9415H,110043993060
425,3504WFLYPR191SB,110071434505
426,3561WFLYPR311EE,110071434500
427,35214LBFST3135B,110003384935
428,3590WFHRRT433BR,110070557809
429,35616LRCHNHIGHW,110000589373
430,35768LZRCR401TA,110000367914
431,3678WLSNPC15NCL,110060259072
432,35077LSNPC902MA,110017413636
433,36108FLDMR253MI,110057957135
434,35740TNNSS101GA,110001716965
435,36701GLBMTOLDMO,110000369609
436,36541RSHGS125IN,110024518725
437,36274FBRGLRT4BO,110000368959
438,35179LTTRLHIWAY,110010070421
439,35580NLSNBOLDBA,110000367399
440,35640CPLNDTHOMP,110000741216
441,35115CHMCL7444S,110001147081
442,3515WFLTWD162GB,110070311061
443,35674MRLYF1401E,110000367816
444,35442LWSBR10321,110002438586
445,36505TNCLNUSHWY,110043792278
446,3607WLNNXS2171A,110071731511
447,36505MVCCH12650,110015634866
448,36260LGCYC100LE,110000780110
449,36202LBRSSGOLDE,110000368860
450,36701RNSLS6MEAD,110017623419
451,36505DPNTMHIGHW,110000741234
452,36207FTCXX13NAT,110001715519
453,3540WSTHRN55LDM,110071498383
454,36310GRTSTHWY43,110007915364
455,3550WSTHRN12LDR,110012237203
456,36426BRWTN132MI,110000765805
457,36830BRGGS150TE,110000369690
458,36111TLTYTHWY84,110000368717
459,35574KNNDYHWY96,110043631077
460,36109STRSC2720G,110002105515
461,35023BCKRSHOPEW,110000588980
462,35611STVBRSHAWR,110000589355
463,35064SSFRFVALLE,110000366318
464,36010BRNDD214NA,110012706278
465,36505MSDVT124HW,110031019298
466,35023NTDST2023S,110000366096
467,35540CVLRHHWY41,110000589122
468,35211LLDNR2700I,110001715261
469,35602BNGCR1400M,110000367549
470,35740NTDST1DJNT,110020517911
471,35094CBPPN1710P,110022905016
472,3620WFRTMCPBX52,110039071893
473,35898SDDSRBUILD,110001147394
474,36504SWFTLSWIFT,110003031772
475,3505WDVNCD1545C,110030745816
476,36427TRMLLEASTE,110012508599
477,3596WVLLYJ235JR,110070931984
478,3567WCRPNT2211T,110062654462
479,35967VLLYJVALLE,110000368334
480,35125NRGYB25BAM,110020579266
481,35986VRCPR300CH,110000368405
482,36108TRNTY1085P,110057860596
483,3658WXXNMB6DEAK,110008998709
484,35124VLCNT10CRO,110002104972
485,36274STLFB398ST,110003387674
486,3655WMMCMT55HIG,110070244580
487,35004VLCNN3DISP,110001715573
488,36535VLCNN400EA,110000780192
489,3653WBYCNC9138C,110025362177
490,35035CHBPRRT1BO,110007915998
491,3521WVSTLP393VA,110070550032
492,3660WBYCNC115IN,110061749087
493,35115SMNTMPOBOX,110000747773
494,3620WRSPCC37KNI,110012712065
495,3582WBNGCM499BE,110003023077
496,3504WBTRGH1MCKI,110039596470
497,36507BLDWN1307A,110007233476
498,36507BLDWNOLDPE,110028001025
499,36545BSCSC307WE,110000369280
500,36571LLPTRINDUS,110012509071
501,35020HRBSN300NO,110000366069
502,35987NDSTR475DI,110042850279
503,3516WTLLDG816NR,110067456666
504,36582BSFPR4201A,110042852838
505,35631NTNLFPOBOX,110000604926
506,3503WTHGSG1759C,110069290662
507,35967THHLC45THS,110000589499
508,35950HDSNFUSHIG,110000711310
509,3620WTYLRN18GRE,110060363342
510,36201NNFND1501W,110000368815
511,36732CWMNCAIRPO,110003373796
512,36304TWTCH4031R,110000369075
513,36653CBGGYGEIGY,110000605051
514,35570RVRBR400RI,110000918231
515,35575STHRNHWY5S,110064121800
516,35611TRSSN1803W,110057833858
517,36193THRML2758G,110000368744
518,3581WTRRXH12VIN,110071373244
519,3521WKNNMT275TH,110032634086
520,35125TRNSC101PK,110011846725
521,35810TYTMT1CTTN,110020517939
522,35582TFFNM5024T,110000367415
523,36504SNBLTHIGHW,110011843461
524,35601TRYCR23HWY,110007232752
525,35801CRFNT2122A,110013287647
526,35023TTNCT2025E,110000765636
527,35954TYSNFHWY27,110012268198
528,36512LBMPWUSHWY,110000741270
529,35031TYSNFHIGHW,110000366112
530,35077LBMFDFARMR,110000589033
531,35476HRDWR8915E,110032634362
532,36553MCNLSINDUS,110007232315
533,3567WCRPNT226TH,110055620957
534,35234SHLND3300B,110000367040
535,35602BNGC01001R,110001712870
536,3659WNTDNT421EB,110064460701
537,36260CLHNN72GRE,110013812534
538,35660TVNTNTVAMU,110000608753
539,35137DRVLM599HW,110038174711
540,35976CRGLL2930L,110000368361
541,3654WWRNGL838I1,110071433266
542,3620WCRLSN1861E,110066966304
543,3505WLBMCL46ALA,110043694142
544,36512HCHSTHIGHW,110000747817
545,35611JPTRN1500F,110000367601
546,35903CLPLM205SP,110000368174
547,36027CRBCR36ARC,
548,3644WCNFRS215NE,110070828256
549,36201STHRNHIGHW,110042861640
550,3509WJNKNS411US,110041597279
551,3610WJNKNS1228N,110001714574
552,36027TSSND1431S,110000368502
553,36201SDDSR7FRAN,110000368851
554,3651WSTLWR1INDU,110045491366
555,3540WTBCTY21JAC,110033622532
556,35660RYNLDEAST2,110000516683
557,3560WWYNFR254IP,110063111350
558,35474GLFST2500G,110007233047
559,35950CNTNNMCDON,110000712729
560,35150FLVRC423NN,110000513613
561,35601WYNFR112PL,110023010132
562,3650WBGSCM3888S,110000727697
563,36301SHWLL808RO,110000369011
564,35010WLLBR2212A,110025368395
565,35563MXXXXHIGHW,110000589159
566,3520WWSTRN13SAY,110022867450
567,36346STHLNRTE1C,110006795441
568,3636WWYNFR1185C,110070244434
569,36801NTRNT2100I,110003033155
570,35660LBMRCFORDR,110070328268
571,36863NRBRD4400B,110010108141
572,35125BNJMN109BA,110056638964
573,36089CNTNNLOCKE,110000589541
574,3505WWBBWH231IN,110046424491
575,35805VXLCT4807B,110000368067
576,36251WLBRNHWY77,110000604971
577,35976CNTNN2900L,110001716359
578,35576STLDS1329H,110032634102
579,3678WWSTRV7NCLA,110071283944
580,36868MDCTDALABA,110010380097
581,35603MTCHS331MA,110001713780
582,36505BLSTC124BH,110017382027
583,36505PSCST12400,110031019298
584,35404WRRRS3100W,110006793229
585,35602MCMPNSTATE,110000367567
586,35360RYLLCHELTO,110000367077
587,36264STHWR6771H,110042866477
588,3544WWRRRM16243,110000912031
589,3580WBLNGN999EX,110071433944
590,3660WBYCNC3151H,110013405181
591,36432TRSJS162NJ,110070834907
592,36732GLFSTHIGHW,110064120525
593,3657WGLFST154SC,110060260523
594,35222BRMCL616NO,110000366915
595,35903MCNCX201IN,110000368192
596,3652WWLLMS6RCKR,110043783625
597,35576WYRHSPOBOX,110000589257
598,35020BRMNG5430J,110013400319
599,35772MDCNTHIGHW,110056119178
600,72104CMBRCUSHIG,110000859893
601,71923RYNLD500ER,110000608771
602,72830TYSNF1700C,110064123318
603,71602TYSNF5505J,110000450805
604,72615BRGMNASHST,110000598149
605,72104CMBRCGRIGS,110000597872
606,72734FLNTC21797,110000452910
607,7183WJHNWT3711H,
608,72956TYSNF802SO,110000512419
609,72401NSTLPNENES,110013729117
610,7204WWHTRV14227,110071368324
611,72132NTRGY1100W,110000451788
612,72764TYSNF3801J,110000453161
613,7276WBSTBL1589E,110071433962
614,72114TYSNF3800P,110000512687
615,71944TYSNFHIGHW,110002045402
616,72863RVRVLPOBOX,110007232173
617,7231WMDSTH4522E,110061070834
618,7173WMLBNK195PR,110037268603
619,71602SRMYP10020,110024424096
620,72455HRVRD3200C,110000452572
621,72199SRMYC131MI,
622,7234WHLMFR645PH,110071731490
623,7220WRGNSP61SHA,110001700142
624,72390HLNCHHWY49,110000452359
625,71833WYRHSHIGHW,110002129535
626,71740WLLMTHIGHW,110001712549
627,72764SPRNG81NJE,110037147842
628,72113MLXNC801MU,110000451699
629,71945HTFLD20MAR,110003398788
630,72315TRRNT1000T,110024966946
631,71753MFLXX601FI,110070827798
632,7234WNVRTC724PH,110063867383
633,7160WTWNRV171JE,110000450752
634,72756TYSNG212EA,110000453018
635,7280WPTTSV524EA,110024833402
636,71602WHLNG5411I,110043769570
637,71603TYSNF4601E,110000450896
638,71852TYSNF100EC,110021362434
639,72315TLSTB539NC,110031020124
640,72764TYSNF600NB,110000453189
641,72834TYSNFSIXTH,110059390537
642,72638TYSNF601E6,110003400604
643,72830TYSNF200EA,110000453296
644,72702PCFRK3265H,110006535099
645,72403WHLRBHWY63,110000452484
646,7207WNTNLC39NCT,110006366547
647,71854RVRVL7500T,110024952880
648,72958TYSNFENDOF,110033012246
649,72301CSTLN1200S,110000452091
650,71801SMJSTHWY32,110000597701
651,71822NKSPPHIGHW,110000756352
652,72801DWCHMLOCKA,110070739773
653,7255WMPFRM93HAR,110062846684
654,72903WNSCR5000P,110000453508
655,72032DTCND1375T,110017205781
656,72757BKRTXONEBE,110000453027
657,7250WZRKMN181ST,110070559701
658,7275WZRKMN8THEA,110025100584
659,72916MRCNS9900A,110000453492
660,71943GRTST4SSPU,110000597774
661,7260WPCNDS312NI,110046458579
662,72601PCNDS513HW,110000452741
663,7270WDLTGR3115W,110055499036
664,72401GMLTR2800B,110001705307
665,72601NCHRD300NO,110000452732
666,72956BKRTCI40LE,110000453553
667,7163WPNNCL117MA,110033168471
668,72443MRCNR7755H,110007349903
669,72201FLCNJ10THL,110007409964
670,72032TKSNS1500A,110061988906
671,72949SGLCR3931C,110002129955
672,72127GRNBYHWY64,110002433616
673,72015CMMRC20138,110000606675
674,72653RQPCRRT2BO,110000452812
675,72143VCKRS40LIN,110000451859
676,72110RKNSSHIGHW,110000597890
677,72503TWNSN625SA,110000513953
678,7242WPCFDS5CMME,110060244953
679,72830GRNVLLUCAS,110000598229
680,7180WLDCST165CR,110070943525
681,71901LMWLD199EX,110042026394
682,72923GRPHC13RBE,110022815284
683,7290WTYSNF161MI,110003401202
684,72415GNMFG62EAG,110022872042
685,71743NTRNTHIGHW,110017425071
686,71730MRCBL1200B,110000451065
687,72315NBCNCHWY18,110064124291
688,71801HDSNFPOBOX,110000597685
689,72901HJBKR1717B,110001705487
690,7240WNCPKP1NICE,110037360995
691,71953SLCTR401NO,110000451430
692,72112NTNLLHIGHW,110000597907
693,72450MRSNLPEKIN,110000452536
694,72390THNRCINDUS,110000598041
695,7210WHLLBR1743D,110070550775
696,72114HLLTN21EAS,110007408858
697,72370CKDMSHWY61,110001705548
698,7220WNVSRK792SL,110025108452
699,72315RLLCT5888E,110028304957
700,72315NCRST7301E,110000452180
701,72802TRNTY708SE,110001704567
702,72450BSTNNDANAD,110000452509
703,72503RKNSS600LI,110001711997
704,72316NCRYM5929E,110000743562
705,72740LBRGL403SW,110002129795
706,72450MNRTQHIGHW,110015673289
707,72902KFDSNREEDL,110064123470
708,72651LGNDB117DI,110031000413
709,7180WLDCST3713H,110038288901
710,72112RKNSSVANDY,110000451671
711,7237WRKNSS2141E,110071433981
712,72616TYSNF110WF,110000452778
713,7240WMDSTH243CU,110070936366
714,72301PRFRM304WY,110000452126
715,7230WMDSTH11EAS,110025098613
716,72802JWLMN777TY,110033003096
717,72845KNNRMI40EX,110002129893
718,7276WWBBWH455NC,110003407787
719,71801NTHNYWESTA,110003399162
720,7215WNTHNY66EAS,110071395815
721,71768NTHNY1236U,110001702346
722,71730NTHNYCPERD,110007229506
723,72765KWNRC600KA,110000453205
724,7275WKNNMT549N1,110070057446
725,72757RGRST205N1,110000453045
726,72301HPPWS51EJE,110020514987
727,72764GRGSS1306K,110000743624
728,72701KRNYD3660S,110009522757
729,71611HVRTRDIXIE,110000450869
730,7203WVLLYP1265B,110069455529
731,71602TRFLR5100I,110000450798
732,72865CLYSGHWY22,110012703645
733,72118WLSCN9301C,110000451742
734,72206WLSPN931FR,110032932325
735,72653BXTRH1900N,110000743599
736,72303WLLMS1282S,110000452171
737,72451TLTYT2921H,110002339363
738,72084NTRNT1400M,110000769348
739,72117KPPRS2201E,110000451715
740,71742GRGPC1GEOR,110012704029
741,72443NCHRP105EA,110025061769
742,72401FMCGR5601E,110000452439
743,72032VRCMFROBIN,110000597854
744,71901SVNDM5911M,110000451369
745,7290WPCRKN5215S,110025135574
746,72032VRCMF1701S,110002129624
